locus	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_29vs37	CF39 padj_29vs37	gene	product	locusNumber
PROKKA_06368_sense	NA	NA	0.64760692174629	0.0204526477745245	rpmH	"50S ribosomal protein L34"	PROKKA_06368
PROKKA_06376_igbot	0.578804219641285	0.0233453050623517	NA	NA	n/a	"hypothetical protein"	PROKKA_06376
PROKKA_06377_igtop	1.04488808220364	6.90501058939815e-05	0.95118448494621	0.00102549691271515	n/a	"hypothetical protein"	PROKKA_06377
PROKKA_06377_sense	1.20478715374293	1.50264582201555e-06	0.86078230442611	0.018309909152125	n/a	"hypothetical protein"	PROKKA_06377
PROKKA_06379_sense	0.890066282979194	0.0112491884395563	NA	NA	n/a	"hypothetical protein"	PROKKA_06379
PROKKA_06381_sense	0.659050672024908	0.0353239904830217	NA	NA	spoOJ_2	"chromosome partitioning protein Spo0J"	PROKKA_06381
PROKKA_06384_sense	0.789220386862352	0.00393529204554684	NA	NA	n/a	"hypothetical protein"	PROKKA_06384
PROKKA_06385_sense	0.797307460943402	0.0167787361387801	NA	NA	n/a	"PRTRC system protein B"	PROKKA_06385
PROKKA_06386_sense	0.971067318554364	0.000409122672415678	NA	NA	n/a	"PRTRC system ThiF family protein"	PROKKA_06386
PROKKA_06390_antis	0.859733619483363	6.66709624431183e-07	0.560267490275951	0.0309141116013735	dnaN_2	"DNA polymerase III	PROKKA_06390
PROKKA_06393_igbot	0.812346987628506	0.0284880742414403	NA	NA	n/a	"hypothetical protein"	PROKKA_06393
PROKKA_06393_igtop	1.24071514844742	0.000481564111561949	NA	NA	n/a	"hypothetical protein"	PROKKA_06393
PROKKA_06397_antis	0.694207773240158	5.31179187579636e-05	NA	NA	chpA_8	"component of chemotactic signal transduction system"	PROKKA_06397
PROKKA_06397_sense	0.698424405666577	1.21423509095413e-05	NA	NA	chpA_8	"component of chemotactic signal transduction system"	PROKKA_06397
PROKKA_06400_sense	1.43443473347041	0.0425021795129872	NA	NA	pilG_2	"twitching motility protein PilG"	PROKKA_06400
PROKKA_06404_sense	0.56974628612026	0.00168943721608251	NA	NA	soj_7	"chromosome partitioning protein Soj"	PROKKA_06404
PROKKA_06405_sense	0.703944553097427	1.66262612260115e-05	NA	NA	spoOJ_4	"chromosome partitioning protein Spo0J"	PROKKA_06405
PROKKA_06406_igbot	0.664726130750797	0.00751664683056655	NA	NA	n/a	"hypothetical protein"	PROKKA_06406
PROKKA_06406_sense	NA	NA	-0.462348873786929	0.0431792815407462	n/a	"hypothetical protein"	PROKKA_06406
PROKKA_06407_igtop	0.640319733160794	0.000723268978439724	0.619576172144877	0.0019937029175282	n/a	"PD-(D/E)XK nuclease superfamily protein"	PROKKA_06407
PROKKA_06412_sense	-1.01013132564433	6.7499216485091e-06	-0.622511960677989	0.0491514366498202	n/a	"hypothetical protein"	PROKKA_06412
PROKKA_06413_igtop	-2.20376221009773	0.0427230656707044	NA	NA	n/a	"hypothetical protein"	PROKKA_06413
PROKKA_06416_antis	1.06094697746063	0.0468612037405114	NA	NA	n/a	"hypothetical protein"	PROKKA_06416
PROKKA_06419_sense	1.09920563593222	2.50256287081942e-05	NA	NA	n/a	"putative transmembrane anchored protein"	PROKKA_06419
PROKKA_06424_sense	0.55873333575485	0.0322622351192736	NA	NA	n/a	"type-IV secretion system protein TraC"	PROKKA_06424
PROKKA_06426_sense	0.531115317745532	0.0140770463937243	NA	NA	n/a	"hypothetical protein"	PROKKA_06426
PROKKA_06428_antis	0.737567525225751	0.0101241191238633	NA	NA	n/a	"putative type II and type III secretion system pilus protein"	PROKKA_06428
PROKKA_06429_sense	1.39981877198186	9.37374961550424e-05	NA	NA	n/a	"putative transmembrane protein"	PROKKA_06429
PROKKA_06430_sense	1.35236784129786	0.042937162333562	NA	NA	n/a	"hypothetical protein"	PROKKA_06430
PROKKA_06431_antis	0.909369555591967	0.000346480827540742	NA	NA	n/a	"hypothetical protein"	PROKKA_06431
PROKKA_06431_igbot	0.799271148503909	0.0344323089215384	NA	NA	n/a	"hypothetical protein"	PROKKA_06431
PROKKA_06431_sense	1.12008645898801	0.0365542907498504	NA	NA	n/a	"hypothetical protein"	PROKKA_06431
PROKKA_06435_antis	0.725724479264631	0.0215497805626039	NA	NA	n/a	"putative transmembrane secretion-related protein"	PROKKA_06435
PROKKA_06436_sense	1.3119477169117	2.75013042596987e-05	1.23157698574828	0.000403391487827306	n/a	"putative transmembrane pilus-related protein"	PROKKA_06436
PROKKA_06437_sense	1.02783127232273	2.21936687006652e-06	NA	NA	n/a	"HxcT pseudopilin"	PROKKA_06437
PROKKA_06439_sense	0.976130438612573	0.000220369331076003	NA	NA	n/a	"putative transcriptional regulator"	PROKKA_06439
PROKKA_06440_sense	0.60063065715661	0.0153231569834721	NA	NA	n/a	"putative transcriptional regulator"	PROKKA_06440
PROKKA_06447_antis	0.645612111506942	0.0449442442217484	NA	NA	n/a	"hypothetical protein"	PROKKA_06447
PROKKA_06447_sense	0.674799952815778	0.00791254835328347	NA	NA	n/a	"hypothetical protein"	PROKKA_06447
PROKKA_06448_sense	1.13825279260623	0.000471567620290583	NA	NA	n/a	"putative transcriptional regulator"	PROKKA_06448
PROKKA_06449_sense	0.936664225658068	0.000497701663099323	NA	NA	n/a	"putative proline hydroxylase"	PROKKA_06449
PROKKA_06450_sense	0.923742183297963	0.000509985585199433	NA	NA	n/a	"hypothetical protein"	PROKKA_06450
PROKKA_06451_sense	0.785210814854927	0.00601793370265703	0.750786375097652	0.0259366564880708	n/a	"putative transcriptional regulator"	PROKKA_06451
PROKKA_06453_sense	0.647114138011937	0.00629996283956954	NA	NA	n/a	"putative transcriptional regulatory protein"	PROKKA_06453
PROKKA_06454_sense	0.692079040608387	0.00508272779368948	NA	NA	xcpR_7	"general secretion pathway protein E"	PROKKA_06454
PROKKA_06455_antis	1.07569432043915	0.000431660416748027	NA	NA	n/a	"hypothetical protein"	PROKKA_06455
PROKKA_06456_igbot	1.68878267290499	0.00945403016296726	NA	NA	mucR_4	"MucR"	PROKKA_06456
PROKKA_06458_igtop	0.611494339830536	0.0160305137265765	NA	NA	uvrD_5	"DNA helicase II"	PROKKA_06458
PROKKA_06460_antis	0.782311422142729	0.0138808657817483	NA	NA	n/a	"hypothetical protein"	PROKKA_06460
PROKKA_06464_antis	0.959152535491641	4.42055980228901e-08	NA	NA	n/a	"putative transmembrane protein"	PROKKA_06464
PROKKA_06465_igtop	0.556014310317899	0.0128553595568711	NA	NA	n/a	"PilZ domain protein"	PROKKA_06465
PROKKA_06466_igbot	NA	NA	0.634802532822086	0.0169206194274407	n/a	"hypothetical protein"	PROKKA_06466
PROKKA_06468_sense	0.83114011764113	1.66799713686108e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_06468
PROKKA_06469_sense	1.21905318342419	8.13123800470595e-07	0.697382187552045	0.0180144125592084	n/a	"hypothetical protein"	PROKKA_06469
PROKKA_06470_sense	0.969261101475266	0.000232226403593035	0.73489858576291	0.035090179212007	n/a	"hypothetical protein"	PROKKA_06470
PROKKA_06477_sense	NA	NA	0.75445869756321	0.0454376078871474	n/a	"UvrD/REP helicase"	PROKKA_06477
PROKKA_06478_igtop	1.45330402542637	0.023567877479619	2.30907222647595	0.000602210942078405	n/a	"hypothetical protein"	PROKKA_06478
PROKKA_06479_igtop	1.00622118703363	1.12300751220982e-05	0.718655921327138	0.00785223328768408	n/a	"hypothetical protein"	PROKKA_06479
PROKKA_06482_igtop	-0.972630619266658	0.00486934590667423	NA	NA	n/a	"carbamoyl phosphate synthase-like protein"	PROKKA_06482
PROKKA_06482_sense	-0.735116078236511	0.00208973276727553	NA	NA	n/a	"carbamoyl phosphate synthase-like protein"	PROKKA_06482
PROKKA_06483_sense	0.497950128643564	0.0158702192514494	NA	NA	algW_2	"AlgW protein"	PROKKA_06483
PROKKA_06493_igtop	0.507314086426517	0.0418134171957435	NA	NA	n/a	"stress protein"	PROKKA_06493
PROKKA_06500_sense	-0.583548688472049	0.00544623409131615	NA	NA	n/a	"SH3 type 3 domain-containing protein"	PROKKA_06500
PROKKA_06501_igtop	-0.896554052738934	0.00038292399485201	NA	NA	n/a	"hypothetical protein"	PROKKA_06501
PROKKA_06501_sense	-0.4646411741206	0.0184730078573722	NA	NA	n/a	"hypothetical protein"	PROKKA_06501
PROKKA_06508_sense	0.546925508089831	0.022066358468434	NA	NA	n/a	"HxcT pseudopilin"	PROKKA_06508
PROKKA_06509_sense	-0.442939056170334	0.0244522425782295	NA	NA	terA_2	"tellurium resistance protein TerA"	PROKKA_06509
PROKKA_06510_igbot	0.601394543680434	0.00138803382040426	NA	NA	n/a	"hypothetical protein"	PROKKA_06510
PROKKA_06514_igtop	0.851010708731777	1.49818608781163e-07	NA	NA	n/a	"hypothetical protein"	PROKKA_06514
PROKKA_06514_sense	0.722184380297513	0.000775530655260078	0.855464682167255	0.000278997409148124	n/a	"hypothetical protein"	PROKKA_06514
PROKKA_06515_igtop	0.539841627383424	0.0426917036569643	NA	NA	n/a	"hypothetical protein"	PROKKA_06515
PROKKA_06515_sense	1.00128527023865	0.000182885360306167	NA	NA	n/a	"hypothetical protein"	PROKKA_06515
PROKKA_06519_sense	0.461413484913107	0.00808278874978301	NA	NA	n/a	"hypothetical protein"	PROKKA_06519
PROKKA_06522_igtop	0.395856149364681	0.0465406504282546	0.507981131879832	0.0216443712711551	n/a	"hypothetical protein"	PROKKA_06522
PROKKA_06523_sense	2.04066128799862	2.7329356749244e-05	1.67592636437289	0.00156103845337659	n/a	"hypothetical protein"	PROKKA_06523
PROKKA_06524_igtop	0.785904444988194	0.0437956254724335	NA	NA	n/a	"hypothetical protein"	PROKKA_06524
PROKKA_06526_igtop	1.21265380247386	3.83965814016922e-07	0.727268567452068	0.0123599504970141	n/a	"metal dependent phosphohydrolase"	PROKKA_06526
PROKKA_06527_igbot	0.760915504649909	0.000431660416748027	0.93247033085792	1.04378363988215e-05	n/a	"hypothetical protein"	PROKKA_06527
PROKKA_06532_sense	0.765907698116744	0.00461361959827174	NA	NA	tolA_2	"TolA protein"	PROKKA_06532
PROKKA_06540_igtop	0.867010751985903	0.0243446235325037	NA	NA	tnpS	"cointegrate resolution protein S"	PROKKA_06540
PROKKA_06541_igtop	0.750164033123461	0.000667199796039474	0.577232280588756	0.0432669192486462	n/a	"hypothetical protein"	PROKKA_06541
PROKKA_06544_antis	NA	NA	0.960176126649797	0.028479009245726	n/a	"putative autotransporter"	PROKKA_06544
PROKKA_06545_igtop	0.553985910251552	0.00691862869657447	0.844728550484059	0.000777601739859259	n/a	"hypothetical protein"	PROKKA_06545
PROKKA_06552_igbot	0.941129869549324	6.47874032534898e-05	NA	NA	n/a	"site-specific recombinase	PROKKA_06552
PROKKA_06552_sense	NA	NA	0.518081784525064	0.0276619201606489	n/a	"site-specific recombinase	PROKKA_06552
PROKKA_06553_igbot	1.23375472278348	2.80092564820234e-06	NA	NA	n/a	"Site-specific recombinase XerD"	PROKKA_06553
PROKKA_06553_sense	1.65362201827024	9.37939819453487e-26	NA	NA	n/a	"Site-specific recombinase XerD"	PROKKA_06553
PROKKA_06554_igbot	2.26156493326452	0.00333399942233126	NA	NA	n/a	"phage integrase site specific recombinase"	PROKKA_06554
PROKKA_06554_sense	1.08438290450426	7.04662956424747e-11	0.520867598387046	0.0178838980107136	n/a	"phage integrase site specific recombinase"	PROKKA_06554
PROKKA_06555_igbot	1.2101056393939	0.0275793232244333	NA	NA	n/a	"transposase"	PROKKA_06555
PROKKA_06556_sense	0.737016129448341	0.0146925721109688	NA	NA	n/a	"Tn501 transposition resolvase"	PROKKA_06556
PROKKA_06557_igtop	1.52849512857782	2.68355075305213e-16	NA	NA	n/a	"hypothetical protein"	PROKKA_06557
PROKKA_06557_sense	0.935981313674277	8.5244719030911e-08	0.588962577923153	0.00900660264798121	n/a	"hypothetical protein"	PROKKA_06557
PROKKA_06560_sense	-1.15231984420907	3.4343420219963e-05	-1.11567209349276	0.000486418624255673	hacB_2	"acylhomoserine lactone acylase B"	PROKKA_06560
PROKKA_06561_igtop	1.99953856610559	0.000791083557080685	NA	NA	oruR_14	"transcriptional regulator OruR"	PROKKA_06561
PROKKA_06561_sense	1.75183917810843	4.66155120918105e-09	0.870850251116729	0.0204526477745245	oruR_14	"transcriptional regulator OruR"	PROKKA_06561
PROKKA_06565_sense	0.602363026468308	0.00113636466815495	0.601060251319014	0.00773603353875503	n/a	"XRE family transcriptional regulator"	PROKKA_06565
PROKKA_06566_sense	0.724391233245073	5.31954322464909e-05	NA	NA	n/a	"Phage-related protein"	PROKKA_06566
PROKKA_06567_igbot	1.09781993048245	3.55992796222064e-07	0.977779103098428	0.000402014144407762	n/a	"DNA-invertase"	PROKKA_06567
PROKKA_06567_sense	0.923054159969253	0.00362441201810187	NA	NA	n/a	"DNA-invertase"	PROKKA_06567
PROKKA_06568_sense	0.610122932815919	0.00188283433651812	NA	NA	n/a	"transposase"	PROKKA_06568
PROKKA_06576_igtop	0.830127292915452	0.0152834602495967	NA	NA	n/a	"hypothetical protein"	PROKKA_06576
PROKKA_06576_sense	NA	NA	0.699037083401981	0.0180144125592084	n/a	"hypothetical protein"	PROKKA_06576
PROKKA_06579_sense	0.698385598983523	0.00461246215329838	0.761659786211728	0.00808677269986195	n/a	"hypothetical protein"	PROKKA_06579
PROKKA_06580_igtop	0.526341920682135	0.0128098046067128	0.733498348876056	0.00153597493172576	n/a	"putative membrane protein"	PROKKA_06580
PROKKA_06581_antis	2.33710881312349	1.58277913092287e-34	1.53665993525885	6.21908726659852e-14	n/a	"hypothetical protein"	PROKKA_06581
PROKKA_06581_sense	1.02452722067116	1.28037710622879e-10	0.757768916725224	8.49113234977661e-05	n/a	"hypothetical protein"	PROKKA_06581
PROKKA_06582_igbot	0.735542206304841	0.000123410954182322	NA	NA	n/a	"Zeta toxin"	PROKKA_06582
PROKKA_06582_igtop	NA	NA	1.18186223288063	0.0253695304408956	n/a	"Zeta toxin"	PROKKA_06582
PROKKA_06582_sense	0.584170161316932	0.000155376248213924	NA	NA	n/a	"Zeta toxin"	PROKKA_06582
PROKKA_06583_sense	0.495975237595067	0.0258598252444511	0.812390829815358	0.00334243454707493	n/a	"hypothetical protein"	PROKKA_06583
PROKKA_06585_igtop	NA	NA	1.08617819439804	0.00869241508752206	n/a	"hypothetical protein"	PROKKA_06585
PROKKA_06589_sense	NA	NA	1.35936607099979	0.00335145062647008	n/a	"hypothetical protein"	PROKKA_06589
PROKKA_06594_sense	-0.826935487816392	0.000478730249444601	NA	NA	n/a	"putative transmembrane protein"	PROKKA_06594
PROKKA_06599_antis	NA	NA	1.49897019799051	0.0117571324430397	n/a	"putative transmembrane protein"	PROKKA_06599
PROKKA_06603_antis	1.83234874065112	0.000182735108070272	NA	NA	n/a	"putative transmembrane protein"	PROKKA_06603
PROKKA_06604_sense	2.200434368646	0.0239334290288034	NA	NA	n/a	"hypothetical protein"	PROKKA_06604
PROKKA_06608_antis	0.683544537905907	0.00215440381272707	NA	NA	virB4	"protein VirB4"	PROKKA_06608
PROKKA_06608_sense	0.884702809792466	0.000767776545004962	0.692775040675015	0.0446153369889047	virB4	"protein VirB4"	PROKKA_06608
PROKKA_06609_antis	0.616620307224798	0.0473705525554328	NA	NA	n/a	"hypothetical protein"	PROKKA_06609
PROKKA_06609_sense	0.948208298767013	0.0459997920049147	NA	NA	n/a	"hypothetical protein"	PROKKA_06609
PROKKA_06612_sense	1.1791632592251	0.0439477224327162	NA	NA	n/a	"Transglycosylase SLT domain protein"	PROKKA_06612
PROKKA_06614_antis	0.897362535366614	0.0497246951247134	NA	NA	n/a	"hypothetical protein"	PROKKA_06614
PROKKA_06614_sense	0.923930691673978	0.031093947722268	NA	NA	n/a	"hypothetical protein"	PROKKA_06614
PROKKA_06615_sense	0.603676455885761	0.0481983217872756	NA	NA	n/a	"hypothetical protein"	PROKKA_06615
PROKKA_06616_sense	1.16498439850585	4.2653353025403e-06	0.808912164300288	0.00844727854822807	n/a	"putative transmembrane protein"	PROKKA_06616
PROKKA_06617_antis	0.781860640417777	0.00238780382341588	NA	NA	n/a	"hypothetical protein"	PROKKA_06617
PROKKA_06618_sense	0.57148915749891	0.0107136437972413	NA	NA	n/a	"hypothetical protein"	PROKKA_06618
PROKKA_06619_sense	NA	NA	0.879132313331925	0.0411224474584745	n/a	"hypothetical protein"	PROKKA_06619
PROKKA_06620_sense	0.680905574059308	0.000146988406732454	NA	NA	n/a	"plasmid segregation protein ParM"	PROKKA_06620
PROKKA_06621_sense	0.877322582881672	2.20500259554619e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_06621
PROKKA_06622_igbot	1.30935608645679	1.19685284679603e-06	1.12225296883075	0.000367587750869403	n/a	"hypothetical protein"	PROKKA_06622
PROKKA_06622_igtop	0.876276128506001	0.000318401631956559	0.615371684300517	0.0407377373941312	n/a	"hypothetical protein"	PROKKA_06622
PROKKA_06623_igtop	1.06619806440802	5.13065436581543e-05	1.40257075365982	3.49040877278768e-06	n/a	"hypothetical protein"	PROKKA_06623
PROKKA_06623_sense	0.670126299451484	0.0225447987471386	NA	NA	n/a	"hypothetical protein"	PROKKA_06623
PROKKA_06644_sense	1.13819769940051	8.51963440237595e-06	0.718729387702617	0.0194074226606385	n/a	"hypothetical protein"	PROKKA_06644
PROKKA_06653_igtop	1.21340201714227	1.24587417767775e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_06653
PROKKA_06653_sense	0.883807683294245	0.012687111643972	NA	NA	n/a	"hypothetical protein"	PROKKA_06653
PROKKA_06656_sense	0.723763366091873	0.0367456060686445	NA	NA	n/a	"hypothetical protein"	PROKKA_06656
PROKKA_06657_igtop	1.16078124673914	9.96859055925365e-11	NA	NA	n/a	"hypothetical protein"	PROKKA_06657
PROKKA_06660_igbot	1.85705180546721	0.0411741624529533	NA	NA	n/a	"hypothetical protein"	PROKKA_06660
PROKKA_06667_igbot	1.69178471990871	0.00476018068510516	NA	NA	n/a	"hypothetical protein"	PROKKA_06667
PROKKA_06667_igtop	1.41791446740124	0.000702712505948642	NA	NA	n/a	"hypothetical protein"	PROKKA_06667
PROKKA_06679_igtop	1.20536899102523	0.00339621596567631	1.10762623032997	0.0164904516408729	n/a	"hypothetical protein"	PROKKA_06679
PROKKA_06685_igtop	0.483382755320546	0.0433202555823763	NA	NA	n/a	"hypothetical protein"	PROKKA_06685
PROKKA_06685_sense	1.18820656850017	4.01426673727279e-08	0.672335176003071	0.0313383235278469	n/a	"hypothetical protein"	PROKKA_06685
PROKKA_06686_igtop	0.731109109364287	0.00466973382598363	NA	NA	n/a	"hypothetical protein"	PROKKA_06686
PROKKA_06686_sense	NA	NA	0.634595149773056	0.0423919021009351	n/a	"hypothetical protein"	PROKKA_06686
PROKKA_06688_sense	0.624302600188542	0.0211830834379252	NA	NA	n/a	"hypothetical protein"	PROKKA_06688
PROKKA_06689_sense	1.07812970304599	6.37278595820469e-06	NA	NA	n/a	"putative DNA-binding protein"	PROKKA_06689
PROKKA_06701_igbot	1.36739965759308	2.65321504269146e-06	NA	NA	n/a	"putative phage-related protein"	PROKKA_06701
PROKKA_06704_igtop	NA	NA	1.38171994509143	0.00720520619416697	n/a	"helicase domain-containing protein"	PROKKA_06704
PROKKA_06705_sense	NA	NA	1.20167486701827	0.000477057664036148	n/a	"hypothetical protein"	PROKKA_06705
PROKKA_06706_igtop	0.576064815084083	0.00543580283437638	0.751706045430555	0.0030489112226718	n/a	"hypothetical protein"	PROKKA_06706
PROKKA_06711_antis	0.747610467561076	0.0420121791273504	NA	NA	n/a	"hypothetical protein"	PROKKA_06711
PROKKA_06715_sense	NA	NA	-0.963905333604744	0.0480692186151133	n/a	"hypothetical protein"	PROKKA_06715
PROKKA_06720_sense	0.957778789537387	0.0415916219143585	NA	NA	n/a	"hypothetical protein"	PROKKA_06720
PROKKA_06721_igtop	0.693552565249234	0.00404098609478116	NA	NA	n/a	"hypothetical protein"	PROKKA_06721
PROKKA_06721_sense	0.848964655729057	2.6729716463246e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_06721
PROKKA_06724_igtop	1.2221390574215	0.0395692229208865	NA	NA	n/a	"hypothetical protein"	PROKKA_06724
PROKKA_06735_sense	1.25585007760672	2.87966356586652e-13	0.883811337703934	0.000303337044661631	n/a	"hypothetical protein"	PROKKA_06735
PROKKA_06736_antis	NA	NA	2.61899158314427	0.0392308874486176	n/a	"hypothetical protein"	PROKKA_06736
PROKKA_06737_antis	0.958481301288162	0.0116818637285404	NA	NA	n/a	"hypothetical protein"	PROKKA_06737
PROKKA_06737_igtop	1.36157246081569	0.00860193137810306	1.44036160875256	0.0204526477745245	n/a	"hypothetical protein"	PROKKA_06737
PROKKA_06738_sense	0.723959550146851	0.000296002899971953	NA	NA	n/a	"nucleoid-associated protein NdpA"	PROKKA_06738
PROKKA_06739_sense	0.901665931929688	5.2652994794183e-05	0.721420562469764	0.00438414937068201	n/a	"hypothetical protein"	PROKKA_06739
PROKKA_06743_sense	0.879123098482724	0.00780257098057606	NA	NA	n/a	"putative phage DNA ligase"	PROKKA_06743
PROKKA_06752_antis	0.495287552270671	0.0328867587311597	0.562043095833173	0.029271279895247	n/a	"drug/metabolite transporter permease"	PROKKA_06752
PROKKA_06752_igbot	0.71896873390312	0.000342036511805376	NA	NA	n/a	"drug/metabolite transporter permease"	PROKKA_06752
PROKKA_06759_igtop	1.45530415915155	1.27834531280814e-18	1.40303874933866	1.47335657117511e-14	n/a	"phage integrase"	PROKKA_06759
PROKKA_06759_sense	1.82908432085378	5.0670886871279e-37	0.731928901734086	0.000983436719099335	n/a	"phage integrase"	PROKKA_06759
PROKKA_06760_sense	1.727389145165	4.8715071923862e-24	0.850365530870193	0.000132352533629734	n/a	"integrase family protein"	PROKKA_06760
PROKKA_06761_antis	0.432729031735607	0.0409213689625978	NA	NA	n/a	"integrase family protein"	PROKKA_06761
PROKKA_06761_sense	1.48684719600511	3.98474671744347e-16	0.970282657093513	6.32771782503252e-06	n/a	"integrase family protein"	PROKKA_06761
PROKKA_06762_sense	1.03620224213334	7.7642053284948e-07	0.886564147152375	0.00013947406640789	n/a	"hypothetical protein"	PROKKA_06762
PROKKA_06763_igtop	0.570669752868088	0.00351371882248653	0.837121663263148	2.8812126098516e-05	aph_2	"aminoglycoside 3'-phosphotransferase type IIb"	PROKKA_06763
PROKKA_06763_sense	1.02906757702758	2.3525768476393e-09	0.520935281202606	0.0229828178563767	aph_2	"aminoglycoside 3'-phosphotransferase type IIb"	PROKKA_06763
PROKKA_06766_antis	0.744856808351014	0.0139661066617987	NA	NA	n/a	"sulfate transporter"	PROKKA_06766
